Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2,Price_Clean,Lot_Size,Living_Space,Build_Year,Total_Rooms,Bedrooms,Number_of_Floors
Dorpsstraat 16 a,Zieuwent,€ 369.000,365 m²,142 m²,1974,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In centrum,"Achtertuin, voortuin en zijtuin",1.095,369000.0,365,142,1974.0,5.0,3.0,3.0
Richtershof 35,Kapel Avezaath (Gem. Tiel),€ 355.000,128 m²,93 m²,2010,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,500,355000.0,128,93,2010.0,5.0,3.0,3.0
Groningerstraat 157,Assen,€ 399.000,335 m²,143 m²,1934,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan drukke weg en beschutte ligging,Achtertuin en voortuin,1.810,399000.0,335,143,1934.0,5.0,3.0,3.0
Noordlandseweg 77 C,'s-Gravenzande,€ 850.000,1.450 m²,162 m²,1964,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een vliering,E,Aan drukke weg en vrij uitzicht,Tuin rondom,3.215,850000.0,1450,162,1964.0,5.0,4.0,2.0
Dennekruid 210,Rotterdam,€ 427.500,156 m²,137 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,25.730,427500.0,156,137,1972.0,6.0,5.0,3.0
Singel 250,Vlissingen,€ 239.500,173 m²,94 m²,1933,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin en zonneterras,765,239500.0,173,94,1933.0,5.0,4.0,3.0
Waalsteenhof 15,Hillegom,€ 649.000,211 m²,144 m²,2017,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan park, aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",710,649000.0,211,144,2017.0,5.0,3.0,3.0
De Gijster 72,Made,€ 579.000,527 m²,137 m²,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin,,579000.0,527,137,1997.0,6.0,4.0,3.0
Noordstraat 5,Poortvliet,€ 415.000,792 m²,159 m²,1915,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,F,Aan rustige weg en in centrum,"Achtertuin, voortuin en zijtuin",1.260,415000.0,792,159,1915.0,5.0,4.0,2.0
Muidenstraat 23,Emmeloord,€ 285.000,164 m²,138 m²,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.280,285000.0,164,138,1980.0,5.0,4.0,3.0
Buitenerf 132,Breda,€ 390.000,270 m²,132 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin,4.230,390000.0,270,132,1982.0,6.0,3.0,2.0
Fluitenkruid 4,Gorinchem,€ 650.000,287 m²,162 m²,2018,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,4 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.050,650000.0,287,162,2018.0,7.0,6.0,4.0
Heukelom 7,Afferden (LI),€ 749.000,1.793 m²,200 m²,2004,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,A,Buiten bebouwde kom en open ligging,Tuin rondom,455,749000.0,1793,200,2004.0,6.0,4.0,2.0
Maanglans 28,Amersfoort,€ 419.000,101 m²,132 m²,1997,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan water en in woonwijk,Voortuin en zonneterras,€ 3.339,419000.0,101,132,1997.0,5.0,4.0,3.0
Emmapark 3,Wageningen,€ 599.000,129 m²,140 m²,1941,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,In centrum,Achtertuin en voortuin,2.920,599000.0,129,140,1941.0,6.0,5.0,3.0
Dwarsweg 4,Elp,€ 485.000,915 m²,243 m²,1970,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met overig,4 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,B,"Aan rustige weg, in bosrijke omgeving en vrij uitzicht","Voortuin, zijtuin en zonneterras",320,485000.0,915,243,1970.0,4.0,2.0,2.0
Van Lingelaan 81,Maarssen,€ 689.000,288 m²,154 m²,1989,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan water en in woonwijk,Achtertuin en voortuin,,689000.0,288,154,1989.0,5.0,4.0,3.0
Lebuinusstraat 19,Doetinchem,€ 530.000,511 m²,210 m²,1979,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",1.930,530000.0,511,210,1979.0,7.0,4.0,2.0
Straat van Dover 88,Amersfoort,€ 539.000,133 m²,125 m²,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.325,539000.0,133,125,2018.0,5.0,4.0,3.0
Trix Terwindtstraat 17,Spijkenisse,€ 429.900,165 m²,132 m²,1991,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.735,429900.0,165,132,1991.0,4.0,3.0,2.0
Brouwhuis 49,Blokker,€ 285.000,140 m²,110 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,,Achtertuin en voortuin,1.010,285000.0,140,110,1981.0,5.0,4.0,3.0
Liefkenshoek 26,Riel,€ 600.000,530 m²,189 m²,1972,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.325,600000.0,530,189,1972.0,6.0,4.0,3.0
Mariënstein 84,Heiloo,€ 495.000,187 m²,119 m²,,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,2.400,495000.0,187,119,,5.0,4.0,3.0
Cornelis Troostlaan 3,Heeze,€ 800.000,1.233 m²,255 m²,1974,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,12 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,,Achtertuin en voortuin,9.180,800000.0,1233,255,1974.0,12.0,6.0,3.0
Boterbloem 17,Zeeland,€ 419.000,288 m²,109 m²,1990,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg,"Achtertuin, voortuin en zijtuin",4.875,419000.0,288,109,1990.0,5.0,3.0,3.0
Madernolaan 11,Eindhoven,€ 425.000,205 m²,163 m²,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.740,425000.0,205,163,1965.0,7.0,5.0,2.0
Laakboulevard 162,Amersfoort,€ 649.000,181 m²,183 m²,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.558,649000.0,181,183,2005.0,6.0,4.0,4.0
Mantingerzand 71,Ede,€ 395.000,145 m²,115 m²,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.025,395000.0,145,115,2016.0,5.0,3.0,3.0
Cor van Osnabruggelaan 98,Voorschoten,€ 1.175.000,497 m²,218 m²,1995,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,B,"Aan rustige weg, aan vaarwater, aan water, beschutte ligging en in woonwijk",Tuin rondom,2.820,1175000.0,497,218,1995.0,6.0,4.0,3.0
Stoelenmatter 20,Best,€ 375.000,154 m²,103 m²,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.685,375000.0,154,103,1979.0,5.0,3.0,3.0
de Weide 8,Lopik,€ 295.000,148 m²,108 m²,1976,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,,Achtertuin en voortuin,5.530,295000.0,148,108,1976.0,4.0,3.0,2.0
Jhr. Ruys de Beerenbroeckstraat 3,Veghel,€ 365.000,357 m²,132 m²,1969,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.350,365000.0,357,132,1969.0,6.0,5.0,3.0
Meester Haddersstraat 12,Wijster,€ 650.000,1.674 m²,186 m²,1985,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,5 kamers (3 slaapkamers),1 badkamer,1 woonlaag en een zolder,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin rondom,735,650000.0,1674,186,1985.0,5.0,3.0,1.0
Aalsburg 1420,Wijchen,€ 375.000,133 m²,132 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.280,375000.0,133,132,1972.0,6.0,4.0,3.0
Eibert den Herderstraat 18,Harderwijk,€ 375.000,220 m²,121 m²,1980,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, tuin rondom en voortuin",810,375000.0,220,121,1980.0,5.0,4.0,3.0
Van Ekelenburgstraat 36,Nieuw-Amsterdam,€ 250.000,295 m²,98 m²,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.310,250000.0,295,98,1987.0,5.0,4.0,3.0
Woude 36 D,de Woude,€ 975.000,990 m²,297 m²,2020,Bestaande bouw,"Landhuis, vrijstaande woning",Dwarskap bedekt met pannen,9 kamers (8 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen en een vliering,A+++,Landelijk gelegen,Tuin rondom,165,975000.0,990,297,2020.0,9.0,8.0,2.0
Amaliastein 82,Vianen (UT),€ 850.000,738 m²,210 m²,1989,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,B,"Aan park, aan rustige weg, aan water, in woonwijk en vrij uitzicht",Tuin rondom,€ 3.817,850000.0,738,210,1989.0,6.0,5.0,3.0
Halve Maanstraat 12,Oostkapelle,€ 599.000,577 m²,116 m²,1991,Bestaande bouw,"Bungalow, vrijstaande woning",Tentdak bedekt met pannen,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag en een zolder,A,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,1.505,599000.0,577,116,1991.0,4.0,2.0,1.0
Vliegent Hert 86,Lelystad,€ 375.000,167 m²,146 m²,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,770,375000.0,167,146,2000.0,5.0,3.0,3.0
Populier 62,Best,€ 350.000,147 m²,123 m²,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In centrum en in woonwijk,Achtertuin en voortuin,3.335,350000.0,147,123,1987.0,4.0,4.0,3.0
Julianastraat 55,Groot-Ammers,€ 450.000,390 m²,152 m²,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",3.570,450000.0,390,152,1972.0,6.0,5.0,3.0
Kennemerlaan 111,IJmuiden,€ 575.000,119 m²,137 m²,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,G,In centrum en in woonwijk,Achtertuin,2.150,575000.0,119,137,1930.0,5.0,4.0,3.0
Watermuntlaan 1,Oosthuizen,€ 550.000,295 m²,110 m²,1990,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Achtertuin en voortuin,2.010,550000.0,295,110,1990.0,4.0,3.0,2.0
Smederij 148,Dronten,€ 550.000,325 m²,179 m²,2015,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,4.580,550000.0,325,179,2015.0,6.0,5.0,3.0
Hoofdvaart 175,Dedemsvaart,€ 685.000,1.370 m²,155 m²,1976,Bestaande bouw,"Woonboerderij, vrijstaande woning",Mansarde dak bedekt met riet,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,C,Vrij uitzicht,Tuin rondom,525,685000.0,1370,155,1976.0,4.0,3.0,2.0
Ridderspoor 18,Krimpen aan den IJssel,€ 450.000,154 m²,176 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.045,450000.0,154,176,1977.0,6.0,5.0,3.0
Merelstraat 11,Neede,€ 287.500,238 m²,107 m²,1973,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,1.325,287500.0,238,107,1973.0,5.0,4.0,3.0
Hollmanstraat 16,Sittard,€ 250.000,300 m²,102 m²,1963,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.015,250000.0,300,102,1963.0,6.0,3.0,3.0
Kerkweg 49,Malden,€ 325.000,262 m²,101 m²,1961,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met asbest en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,F,Aan drukke weg en in woonwijk,Achtertuin en voortuin,3.350,325000.0,262,101,1961.0,4.0,3.0,2.0
Carolusgulden 3,Dronten,€ 350.000,231 m²,91 m²,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.055,350000.0,231,91,1996.0,4.0,3.0,3.0
Margrietstraat 2,Aalsmeer,€ 435.000,150 m²,128 m²,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,7.710,435000.0,150,128,1967.0,4.0,3.0,3.0
Pelsakker 54,Breda,€ 425.000,180 m²,126 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.850,425000.0,180,126,1960.0,5.0,4.0,2.0
Rembrandtstraat 78,Nijmegen,€ 725.000,143 m²,131 m²,1936,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",6.170,725000.0,143,131,1936.0,7.0,4.0,3.0
Watervogel 63,Lathum,€ 545.000,430 m²,129 m²,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,B,"Aan rustige weg, aan water en vrij uitzicht",Tuin rondom,720,545000.0,430,129,1998.0,3.0,2.0,2.0
Bovenstreek 14,Groningen,€ 775.000,1.176 m²,201 m²,2000,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met kunststof,7 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, bedrijventerrein en beschutte ligging","Achtertuin, voortuin en zijtuin",2.050,775000.0,1176,201,2000.0,7.0,3.0,2.0
Kerkdijk 25,Achterveld (UT),€ 390.000,135 m²,127 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.000,390000.0,135,127,1982.0,6.0,6.0,3.0
Staatssecretarislaan 144,Zwolle,€ 475.000,229 m²,135 m²,1995,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,B,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.325,475000.0,229,135,1995.0,5.0,4.0,2.0
Kastanjelaan 7,Lexmond,€ 399.000,175 m²,128 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.020,399000.0,175,128,1973.0,6.0,5.0,3.0
Jolwerf 22,Gouda,€ 395.000,176 m²,115 m²,1982,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,"Achtertuin, voortuin en zijtuin",1.555,395000.0,176,115,1982.0,5.0,4.0,3.0
Arnhemseweg 218 2,Apeldoorn,€ 375.000,187 m²,103 m²,1932,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,E,"Aan drukke weg, in woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,3.630,375000.0,187,103,1932.0,4.0,2.0,3.0
Wortelstraat 13,Harlingen,€ 279.500,103 m²,113 m²,1932,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,"Aan rustige weg, beschutte ligging en in centrum",Patio/atrium,3.165,279500.0,103,113,1932.0,7.0,4.0,2.0
Berkenpark 8,Beuningen (GE),€ 395.000,146 m²,106 m²,1997,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,B,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,2.805,395000.0,146,106,1997.0,4.0,3.0,2.0
St. Antoniuslaan 22,Sassenheim,€ 295.000,70 m²,61 m²,1955,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,In woonwijk,Achtertuin en voortuin,1.720,295000.0,70,61,1955.0,3.0,2.0,2.0
Diepvoorde 3015,Wijchen,€ 219.000,129 m²,61 m²,1983,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.350,219000.0,129,61,1983.0,3.0,2.0,2.0
Breeuwer 113,Hoorn (NH),€ 325.000,130 m²,122 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Beschutte ligging en in woonwijk,Achtertuin en voortuin,1.615,325000.0,130,122,1973.0,5.0,3.0,3.0
Petrus Dorrstraat 12,Kerkrade,€ 575.000,512 m²,165 m²,2002,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.205,575000.0,512,165,2002.0,7.0,4.0,3.0
Horusstraat 4,Almere,€ 325.000,69 m²,72 m²,2010,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,In woonwijk,Achtertuin,7.270,325000.0,69,72,2010.0,3.0,2.0,2.0
Meester Sprenkelsstraat 2,Sint Anthonis,€ 495.000,904 m²,165 m²,1978,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",3.280,495000.0,904,165,1978.0,6.0,5.0,2.0
Van Boetzelaerlaan 207,Den Haag,€ 1.150.000,160 m²,230 m²,1917,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak,8 kamers (6 slaapkamers),2 badkamers en 3 aparte toiletten,3 woonlagen en een kelder,C,"In bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin,9.775,1150000.0,160,230,1917.0,8.0,6.0,3.0
Essenrode 12,Voorhout,€ 550.000,171 m²,126 m²,1982,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,1.320,550000.0,171,126,1982.0,5.0,4.0,3.0
